"Project Id","Project name",Website,"Short description","Long description","Social impact","Start date","End date",Country,Region,Latitude,Longitude,"Linked Organisation IDs","Who we help tags","Support tags",Focus,Technology,"Creation date"
58,"Teach First Alumni Community",,,"Based on the succes of the platform, Teach First has already introduced new user groups to the platform - meaning there are even more opportunities to connect.

Because users can generate their own content, the community can share more opportunities for collaboration.",,,,,,,,812,,"Education and skills, Participation and democracy, Work and employment","Open networks","Open-source technologies, Social networks and social media",1970-01-01
236,"Tech for Good NI Working Group",,,"New initiative - too early to ascribe impact",,,,,,,,"516, 639, 1087",,"Culture and arts, Education and skills, Health and wellbeing, Neighbourhood regeneration, Participation and democracy, Work and employment","Open data, Open hardware, Open knowledge, Open networks",,1970-01-01
673,"Technology for Social Development",,,"Social involvement of stakeholders at a given region.",,,,,,,,85,,"Education and skills, Energy and environment, Health and wellbeing, Neighbourhood regeneration, Participation and democracy, Work and employment","Open data, Open hardware, Open knowledge, Open networks","big data, Crowdsourcing, crowdmapping and crowdfunding, Online marketplaces and noticeboards, open data, Peer-to-peer networks, sensors and internet of things, Social networks and social media, Wearables and personal monitoring",1970-01-01
448,Telepresence,,,"Seeing each other is very important in a community, even when not physicially near each other.",,,,,,,,367,,"Health and wellbeing","Open knowledge","Digital fabrication and 3D-printing",1970-01-01
247,"Teletest: Desarrollo de un dispositivo de analisis telematico para biomarcadores de salud",,,"Improvement of the monitoring in patients with chronic diseases",,,,,,,,416,,"Health and wellbeing, Science","Open networks","sensors and internet of things, Wearables and personal monitoring",1970-01-01
104,"TEN - The European Network",,,"TEN contributes to the construction of European citizenship through the invention of a citizens' Europe. ",,,,,,,,90,,"Culture and arts, Finance and economy, Participation and democracy, Work and employment","Open knowledge","big data, Crowdsourcing, crowdmapping and crowdfunding, Peer-to-peer networks",1970-01-01
824,testing,,,,,,,,,,,,,,,,2017-01-27
70,Tevere,,,"Shift in attitudes and behaviours to the environment.  Green environment better for society.",,,,,,,,"56, 268",,"Energy and environment, Participation and democracy","Open data, Open knowledge","Crowdsourcing, crowdmapping and crowdfunding, Geotagging, GPS and GIS, open data, sensors and internet of things",1970-01-01
47,"the acceleration agenda knowledge about social entrepreneurship in higher and academic education",,,"solution for youth unemployment, create new green jobs in neighbourhoods by urban agriculture initiatives.",,,,,,,,"235, 383, 543, 632",,"Culture and arts, Education and skills, Energy and environment, Finance and economy, Health and wellbeing, Neighbourhood regeneration, Participation and democracy, Work and employment","Open data, Open knowledge, Open networks","big data, Crowdsourcing, crowdmapping and crowdfunding, Digital fabrication and 3D-printing, Online marketplaces and noticeboards, Peer-to-peer networks, Social networks and social media",1970-01-01
27,"The Centre - Edelman Brussels forum for Public Engagement",,,"The events at The Centre allow people engaged in shaping Europes development to share ideas and views. The events are open to a broad audience of stakeholders - policy-makers, academics, business leaders, NGOs and media. They cover various topics often linked to ongoing EU-policy debates. ",,,,,,,,58,,"Culture and arts, Education and skills, Finance and economy, Health and wellbeing, Neighbourhood regeneration, Participation and democracy, Science, Work and employment","Open data, Open knowledge","Crowdsourcing, crowdmapping and crowdfunding, Social networks and social media, Wearables and personal monitoring",1970-01-01
188,"The Civic Crowd",,,"Increasing the number of people who join local community projects.",,,,,,,,,,"Education and skills, Neighbourhood regeneration, Work and employment","Open knowledge","Crowdsourcing, crowdmapping and crowdfunding, Social networks and social media",1970-01-01
88,"The Food Assembly",,,"The Food Assembly has laid the foundations of a digital and participatory local food distribution network.
A network where farmers are properly paid for their work, where consumers understand our planet's challenges, where the city and the countryside reconnect and where we rediscover the true value of food.
Today, the European network has more than 500 local communities (Assemblies), 2500 producers and 60000 active members.",,,,,,,,654,,"Culture and arts, Health and wellbeing, Neighbourhood regeneration, Participation and democracy, Work and employment","Open data, Open knowledge","big data, Mobile and web apps, Online marketplaces and noticeboards, open data, Open-source technologies, Social networks and social media",1970-01-01
414,"The Forgotten Box",,,"The Impact of this activity revolves around the increase in outreach of museums. Furthermore the activity aims to build a business method that would generate maintenance and development money for the further implementation of the activity.",,,,,,,,"637, 699",,"Culture and arts, Education and skills, Neighbourhood regeneration, Participation and democracy","Open data","Mobile and web apps, Social networks and social media",1970-01-01
854,"The Ground_Up Project",,"fast track access to capital and exposure for green sme’s","<p>Deal-sourcing platform, streamlining the interaction between green projects and&nbsp;investors with easy to access, standardized, trustworthy and relevant investment information.</p>","<p>Support the sme's growth - after all they are 50% of the global GDB and 70% of the global employment .</p>
<p>Support efficient allocation of capital towards impact generating investments.</p>",,,,,,,,"acceleration of clients for B2B entrepreneurs, collaborative economy, funding, fundraising, innovatefundraising, sharing economy, sustainability, Sustainable Development Goals","Finance and economy","Open knowledge, Open networks",,2017-03-02
