"Organisation ID","Organisation name",Website,"Short description","Long description",Country,Region,Latitude,Longitude,Address,"Organisation type","Organisation size","Start date","Linked project IDs",Tags,"Network tags",Created
170,FairSay,,,,"United Kingdom",London,51.5073219,-0.1276473,"o the Hub, 5 Torrens St,
EC1V 1NQ","For-profit business","0-5 people",,206,,,1970-01-01
557,"Falling Walls Foundation",,,,Germany,Berlin,52.5170365,13.3888599,"Chausseestrasse 8,
",,,,433,,,1970-01-01
810,Farm2me,,,,Germany,Mainz,49.9999952,8.2710237,"Flostr. 9,
55120","Social enterprise, charity, foundation or other non-profit","0-5 people",,284,,,1970-01-01
443,"Farset Labs",,,,"United Kingdom",Belfast,54.5969869,-5.9300991,"1 Weavers Court,
BT12 5GH","Social enterprise, charity, foundation or other non-profit","0-5 people",,526,,,1970-01-01
255,Festivalists,,,,France,Paris,48.8566101,2.3514992,"56 Quai de Jemmapes,
75010","Grassroots organisation or community network","0-5 people",,704,,,1970-01-01
267,Fing,,,,France,Paris,48.8566101,2.3514992,"8 passage Brulon,
75012","Social enterprise, charity, foundation or other non-profit","11-25 people",,"171, 369, 611",,,1970-01-01
105,Firemny-Register.sk,,,,Slovakia,Bratislava,48.1359085,17.1597441,"Bazovskeho,
",,,,238,,,1970-01-01
619,Fixers,,,,"United Kingdom",Winchester,51.0612766,-1.3131691,"7a St Thomas Street,
SO23 9HE","Social enterprise, charity, foundation or other non-profit","51-100 people",,140,,,1970-01-01
367,"FIXME Hackerspace",,,,Switzerland,Lausanne,46.5218269,6.6327025,"Rue de Geneve 79,
1004",,,,448,,,1970-01-01
578,Flora,,,,Belgium,Schaerbeek,50.8676041,4.3737121,"7,
1030","Grassroots organisation or community network","6-10 people",,,,,1970-01-01
274,"Flyboy Ventures",,,,"United States",Baltimore,39.2908816,-76.6107589,"3700 Toone Street,
21224",,,,,,,1970-01-01
546,FoAM,,,,Belgium,Brussels,50.8465565,4.351697,"Koolmijnenkaai 30-34,
1080","Grassroots organisation or community network","6-10 people",,190,,,1970-01-01
748,"Foleshill Women's Centre",,,,,,,,",
",,,,,,,1970-01-01
306,"Folk Labs",,,,"United Kingdom",London,51.5073219,-0.1276473,"52 Great North Road,
N6 4LT","For-profit business","0-5 people",,"454, 675",,,1970-01-01
660,"Fondation Agir Contre l'Exclusion 93",,,,France,Pantin,48.8965023,2.4019804,"6 rue de la liberte,
93500","Social enterprise, charity, foundation or other non-profit","6-10 people",,,,,1970-01-01
881,"Fondazione Bruno Kessler",,,,Italy,Trento,46.0664228,11.1257601,"via Sommarive, 18,
38123","Academia/Research organisation","101-500 people",,445,,,1970-01-01
681,"Fondazione Cariplo",,,,,,,,",
",,,,,,,1970-01-01
338,"Fondazione Giannino Bassetti",,,,Italy,Milan,45.4667971,9.1904984,"Via Barozzi, 4,
20122","Social enterprise, charity, foundation or other non-profit","0-5 people",,239,,,1970-01-01
383,"Fondazione Mondo Digitale",,,,Italy,ROME,41.8523337,12.6308542,"Via del Quadraro 102,
174","Social enterprise, charity, foundation or other non-profit","11-25 people",,"2, 47, 369, 547",,,1970-01-01
394,Fonkeling,,,,Netherlands,Utrecht,52.0809517,5.1276803,"Dieselweg 5,
3553GT","Social enterprise, charity, foundation or other non-profit","0-5 people",,,,,1970-01-01
598,FoodExposed,,,,"United States",Yucaipa,34.040931,-117.0516713,"35016 Ave D,
92399","Grassroots organisation or community network","0-5 people",,,,,1970-01-01
503,FoodTrade,,,,"United Kingdom",Bristol,51.453493,-2.5973936,"44 Felix Road,
BS5 0HE","Social enterprise, charity, foundation or other non-profit","0-5 people",,680,,,1970-01-01
92,FormArea,,,,Italy,"Castel Maggiore",44.5769097,11.3610124,"La Pira 36,
40013","For-profit business","0-5 people",,661,,,1970-01-01
90,"Forum d'Action Modernites",,,,France,Paris,48.8566101,2.3514992,"18 rue de Londres,
75009","Social enterprise, charity, foundation or other non-profit","11-25 people",,104,,,1970-01-01
501,"Forum Virium Helsinki",,,,Finland,Helsinki,60.1674086,24.9425683,"Unioninkatu 24,
100","Government/Public Sector","26-50 people",,"90, 134, 472, 508, 525, 585",,,1970-01-01
1136,"Fossbox CIC",,,,"United Kingdom",London,51.5073219,-0.1276473,"59 Matilda House, St Katharines Way,
E1W 1LG","Social enterprise, charity, foundation or other non-profit","0-5 people",,,,,1970-01-01
1127,Fram3,,,,"United Kingdom",Swansea,51.6211442,-3.946775,"The Dylan Thomas Centre,
SA1 1RR","For-profit business","0-5 people",,42,,,1970-01-01
1089,Framasoft,,,,France,Lyon,45.7578137,4.8320114,"10bis rue Jangot,
69007","Grassroots organisation or community network","26-50 people",,218,,,1970-01-01
233,"Frankfurt Gestalten",,,,Germany,"Frankfurt am Main",50.110653,8.682093,"Weberstrae 50,
60318","Grassroots organisation or community network","0-5 people",,594,,,1970-01-01
659,"Fraunhofer FOKUS",,,,,,,,",
",,,,,,,1970-01-01
350,"Fraunhofer-Institut for Intelligent Analysis and Information Systems",,,,Germany,"Sankt Augustin",50.7752776,7.1895507,"Schloss Birlinghoven,
53757","Academia/Research organisation","101-500 people",,158,,,1970-01-01
1,"Freedom of Information Foundation",,,,"Russian Federation",Saint-Petersburg,59.9387318,30.3162286,"Voronezhskaya, 33,
192007","Social enterprise, charity, foundation or other non-profit","11-25 people",,505,,,1970-01-01
327,"Freifunk Augsburg",,,,Germany,Augsburg,48.3668041,10.8986971,"decentral, no fixed address,
86150",,,,,,,1970-01-01
815,FryskLab,,,,Netherlands,Leeuwarden,53.1997344,5.8006531,"Zuiderkruisweg 4,
8938 AP","Government/Public Sector","0-5 people",,"94, 168, 456",,,1970-01-01
478,"Fucine Vulcano",,,,Italy,Milan,45.4667971,9.1904984,"Viale Molise, 62,
","Social enterprise, charity, foundation or other non-profit","0-5 people",,198,,,1970-01-01
508,"Full Circle Arts",,,,"United Kingdom",Manchester,53.4791301,-2.2441008,"3rd Floor, The Corn Exchange, Exchange Square,,
M4 3TR","Social enterprise, charity, foundation or other non-profit","0-5 people",,449,,,1970-01-01
800,"Fundacio Guifi.net",,,,Spain,Vic,41.9292417,2.2548654,"Carrer Jaume I, el Conqueridor, 3,
8500","Grassroots organisation or community network","0-5 people",,,,,1970-01-01
1050,"Fundacio i2CAT",,,,Spain,Barcelona,41.3825596,2.1771353," Gran Capita, 2-4; edifici Nexus I, 2a planta,
8034","Academia/Research organisation","51-100 people",,"315, 452, 493, 571",,,1970-01-01
1108,"Fundacion Cibervoluntarios",,,,Spain,Madrid,40.4167047,-3.7035824," Soria 9,
28005",,,,788,,,1970-01-01
184,"Fundacion Ciudadana Civio",,,,Spain,Madrid,40.4167047,-3.7035824,"Sebastian Elcano 32, oficina 17,
28013","Social enterprise, charity, foundation or other non-profit","0-5 people",,"366, 498",,,1970-01-01
518,"Fundacion de Ayuda por Internet (FUNDAPI)",,,,Ecuador,Guayaquil,-2.1704142,-79.905024,"Calle Primera y Costanera,
90511","Social enterprise, charity, foundation or other non-profit","6-10 people",,,,,1970-01-01
438,"Fundacion Ibercivis",,,,Spain,Zaragoza,41.6521342,-0.8809427,"Calle Mariano Esquillor,
50018","Academia/Research organisation","6-10 people",,548,,,1970-01-01
593,"Fundacion INTRAS",,,,Spain,Valladolid,41.6521328,-4.7285619,"Calle Santa Lucia,
47005","Social enterprise, charity, foundation or other non-profit","51-100 people",,"617, 669",,,1970-01-01
119,"Fundacion Maimona",,,,Spain,"Los Santos de Maimona",38.4487901,-6.3811016,"n,
E-06230","Social enterprise, charity, foundation or other non-profit","0-5 people",,,,,1970-01-01
369,"Fundacion Mi Ciudad Derechos",,,,Colombia,Bogota,4.5980478,-74.0760866,"Carrera 73 # 59 - 12 sur,
51","Social enterprise, charity, foundation or other non-profit","6-10 people",,,,,1970-01-01
444,"Fundacion tMA",,,,Spain,Ribaseca,42.537222,-5.6016073,"Poligono Industrial de Onzonilla Fase 2, Parcela M-24,
24008","Social enterprise, charity, foundation or other non-profit","0-5 people",,100,,,1970-01-01
1120,FUNDECYT-PCTEX,,,,Spain,Caceres,39.4745175,-6.371676,"n Edificio Embarcadero,
10005","Government/Public Sector","26-50 people",,,,,1970-01-01
166,"Future Cities Catapult",,,,,,,,",
",,,,241,,,1970-01-01
1011,FutureEverything,,,,"United Kingdom",Manchester,53.4791301,-2.2441008,"39 Edge Street,
M4 1HW","Grassroots organisation or community network","6-10 people",,"102, 107, 134, 159, 241, 263, 369, 508, 609",,,1970-01-01
1250,FutureGov,http://wearefuturegov.com,"Designing public services for the digital age",,"United Kingdom",London,51.5073219,-0.1276473,,"For-profit business","26-50 people",2008-01-17,,"change management, digital design, digital services, organisation design, user-centred design",,2017-02-16
434,Futurescaper,,,,"United Kingdom",London,51.5073219,-0.1276473,"TechHub, 4-5 Bonhill Street,
EC2A 4BX","For-profit business","0-5 people",,"11, 381",,,1970-01-01
729,"G.M EuroCy Innovations Ltd",,,,Cyprus,Strovolos,35.1328993,33.3454972,"6 Yiannitson str.,
2027","For-profit business","0-5 people",,,,,1970-01-01
384,GAIA,,,,Spain,Zamudio,43.2827605,-2.8623644,"Parque Tecnologico. Edificio 103, 2,
48170","For-profit business","11-25 people",,420,,,1970-01-01
158,Gavurin,,,,"United Kingdom","Newcastle Upon Tyne",54.9770924,-1.6142058,"7 Palmersville,
ne12 9hn","For-profit business","6-10 people",,,,,1970-01-01
249,"Gemeente Amsterdam, stadsdeel Oost",,,,Netherlands,Amsterdam,52.3745403,4.8979755,"Oranje Vrijstaatplein 2,
1090 GV","Government/Public Sector","101-500 people",,250,,,1970-01-01
1099,"Geometry Dash",,,,"United Kingdom",London,51.5073219,-0.1276473,"india,
","For-profit business","6-10 people",,653,,,1970-01-01
1054,"Geotec group",,,,Spain,Castellon,40.2518568,-0.0615051,"n,
12071","Academia/Research organisation","11-25 people",,52,,,1970-01-01
803,GeoVation,,,,"United Kingdom",Southampton,50.9025349,-1.4041889,"Adanac Park,
so160as","Government/Public Sector","0-5 people",,51,,,1970-01-01
161,"Get Active - for a Sustainable Planet",,,,Austria,Vienna,48.2083537,16.3725042,"14,
1150",,,,638,,,1970-01-01
129,getFarmer,,,,Slovakia,Kosice,48.7172272,21.2496774,"Popradska 86,
","For-profit business","0-5 people",,,,,1970-01-01
61,"Ghent Living Lab",,,,Belgium,gent,51.0538286,3.7250121,"Keizer Karelstraat 1,
9000","Government/Public Sector","0-5 people",,143,,,1970-01-01
633,GISIG,,,,,,,,",
",,,,,,,1970-01-01
1097,GitHub,,,,"United States","San Francisco",37.7792808,-122.4192362,"275 Brannan St.,
","For-profit business","101-500 people",,529,,,1970-01-01
418,"Give What You're Good At",,,,"United Kingdom",Bedford,52.1363806,-0.467504,"38 Mill Street,
MK402NN","For-profit business","26-50 people",,392,,,1970-01-01
1066,"Giving Opportunity",,,,"United Kingdom",Worthing,50.8116902,-0.3703947,"49A Shelby Road,
bn13 2tr","Social enterprise, charity, foundation or other non-profit","0-5 people",,310,,,1970-01-01
1007,"Global Compassion",,,,Cameroon,Douala,4.0537386,9.6644366,"P.O.BOX 8353 Deido,
237","Grassroots organisation or community network","11-25 people",,,,,1970-01-01
773,"Global e-Society Complex",,,,Belgium,Hasselt,50.9303735,5.3378043,"Martelarenlaan 34-12,
3500","Grassroots organisation or community network","6-10 people",,40,,,1970-01-01
368,"Global InDevices",,,,"United Kingdom",London,51.5073219,-0.1276473,"145-147 St John Street,
EC1V4PW","For-profit business","11-25 people",,251,,,1970-01-01
189,"Global sustain",,,,Greece,"Paleo Faliro",37.932089,23.6998024,"7-9 Achilleos street,
17562","Social enterprise, charity, foundation or other non-profit","11-25 people",,,,,1970-01-01
843,Globalbility,,,,Norway,Oslo,59.9132694,10.7391112,"Postboks 8892 Youngstorget,
28","Grassroots organisation or community network","0-5 people",,677,,,1970-01-01
795,"GlobalGiving UK",,,,"United Kingdom",London,51.5073219,-0.1276473,"Elizabeth House, 39 York Road,
SE1 7NQ","Social enterprise, charity, foundation or other non-profit","6-10 people",,649,,,1970-01-01
1009,"Go Digit All",,,,"United Kingdom",Nottingham,52.9534161,-1.1492772,"20 Bridgeway Centre,
ng2 2jd","Social enterprise, charity, foundation or other non-profit","6-10 people",,690,,,1970-01-01
142,"Gold of Bengal",,,,France,Muzillac,47.5553035,-2.4842783,"Kerambart,
56190","Social enterprise, charity, foundation or other non-profit","6-10 people",,417,,,1970-01-01
807,"Goldsmiths College",,,,,,,,",
",,,,,,,1970-01-01
979,Goteo,,,,Spain,Palma,39.5695818,2.6500745," Forn de l'Olivera, 22,
7012","Social enterprise, charity, foundation or other non-profit","6-10 people",,567,,,1970-01-01
504,"Governance International",,,,"United Kingdom",Birmingham,52.4776875,-1.8948515,"1 Victoria Square,
B1 1BD","Social enterprise, charity, foundation or other non-profit","0-5 people",,,,,1970-01-01
494,"Government To You",,,,Greece,Athens,37.9841493,23.7279843,"Voreiou Ipeirou 45,
15125","Social enterprise, charity, foundation or other non-profit","6-10 people",,487,,,1970-01-01
1158,GovFaces,,,,Switzerland,Geneva,46.2017559,6.1466014,"15 rue du tunnel,
1227","Grassroots organisation or community network","11-25 people",,214,,,1970-01-01
1131,"Grad Rijeka",,,,Croatia,Rijeka,45.3269357,14.4409841,"Korzo 16,
51000","Government/Public Sector","101-500 people",,78,,,1970-01-01
110,"Grands ensemble",,,,France,Lille,50.6305089,3.0706414,"75 rue gambetta,
59000","Social enterprise, charity, foundation or other non-profit","101-500 people",,,,,1970-01-01
222,"Grass Commons",,,,"United States","Fort Collins",40.5508527,-105.0668084,"519 Peterson St,
80524","Academia/Research organisation","0-5 people",,"270, 412, 428",,,1970-01-01
426,"Green Energy Options (GEO)",,,,"United Kingdom",Hardwick,51.8650625,-0.8304841,"3 St Mary's Court, Kings Road,
CB23 7QS","For-profit business","26-50 people",,343,,,1970-01-01
461,"Green Tales",,,,Italy,Terni,42.5641417,12.6405466,"via Luigi casale,
5100","For-profit business","0-5 people",,566,,,1970-01-01
1016,"Green well",,,,,,,,",
",,,,,,,1970-01-01
7,greenApes,,,,Italy,ROME,41.8523337,12.6308542,"Piazza G. Ceroni 5,
189","For-profit business","6-10 people",,499,,,1970-01-01
1029,"Groupe SOS",,,,France,Paris,48.8566101,2.3514992,"102 rue Amelot,
75011","Social enterprise, charity, foundation or other non-profit","over-1000 people",,587,,,1970-01-01
215,groupedin,,,,"United Kingdom",Bradford,53.7941567,-1.7494777,"34 Fairfield Road,
BD8 8QQ","For-profit business","0-5 people",,261,,,1970-01-01
930,"Grub Club",,,,"United Kingdom",London,51.5073219,-0.1276473,"17 Abdale Road,
W12 7ER","Grassroots organisation or community network","6-10 people",,719,,,1970-01-01
558,"H-Lab Nonprofit Ltd.",,,,Hungary,Szeged,46.2546312,20.1486016,"3 Gogol street,
6722","For-profit business","0-5 people",,389,,,1970-01-01
1149,"Hack For Future",,,,Belarus,Minsk,53.902334,27.5618791,"Praspyekt Nyezalyezhnastsi, 95,
220043","Grassroots organisation or community network","101-500 people",,384,,,1970-01-01
612,HackingSheffield.org,,,,"United Kingdom",Sheffield,53.3806626,-1.4702277,"68 Clarkegrove Rd,
S10 2NJ","Grassroots organisation or community network","0-5 people",,,,,1970-01-01
37,Hackity,,,,"United Kingdom",London,51.5073219,-0.1276473,"20-22 Wenlock Road,
N1 7GU","Social enterprise, charity, foundation or other non-profit","0-5 people",,355,,,1970-01-01
120,"Hackspace Catania",,,,Italy,Catania,37.5021788,15.0872574,"Via Grotte Bianche, 112,
95129","Academia/Research organisation","101-500 people",,,,,1970-01-01
483,"Hackteria | Open Source Biological Art",,,,,,,,",
",,,,,,,1970-01-01
685,Hackuarium,,,,Switzerland,Renens,46.5349093,6.5928442,"Ch. du Closel 5,
1020","Grassroots organisation or community network","0-5 people",,365,,,1970-01-01
